Index,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
14,shw42,Wed 12 May 2021 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,very hazy,Not Seen,not sought,not seen,not sought,not sought
15,shw42,Wed 12 May 2021 ,قم,قم,Iran ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
16,shw42,Wed 12 May 2021 ,إربد,إربد,Jordan ,After sunset,clear,superb,Not Seen,not seen,not seen,not seen,not seen
17,shw42,Wed 12 May 2021 ,عين الباشا,السلط,Jordan ,After sunset,clear,clear,Not Seen,not seen,not seen,not seen,not seen
18,shw42,Wed 12 May 2021 ,وادي رم,العقبة,Jordan ,After sunset,clear,clear,Seen,not seen,not sought,seen,seen
19,shw42,Wed 12 May 2021 ,انواكشوط,عرفات,Mauritania ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
20,shw42,Wed 12 May 2021 ,بنسليمان ,بنسليمان,Morocco ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
21,shw42,Wed 12 May 2021 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
22,shw42,Wed 12 May 2021 ,المحمدية,سيدي موسى ابن علي,Morocco ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
23,shw42,Wed 12 May 2021 ,الخليل,الخليل,Palestine ,After sunset,clear,clear,Not Seen,not sought,not sought,not seen,not sought
24,shw42,Wed 12 May 2021 ,أملج,أملج,Saudi Arabia ,Before sunset,clear,hazy,Photographed,not sought,not sought,not seen,seen
25,shw42,Wed 12 May 2021 ,alfegra,madina,Saudi Arabia ,After sunset,clear,hazy,Photographed,not seen,not seen,not seen,seen
26,shw42,Wed 12 May 2021 ,Daeressalaam,Tanzania,Tanzania ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
27,shw42,Wed 12 May 2021 ,حمام الأنف,بن عروس,Tunisia ,After sunset,clear,clear,Seen,not seen,seen,not sought,not sought
28,shw42,Wed 12 May 2021 ,المهدية,المهدية,Tunisia ,After sunset,clear,superb,Not Seen,not sought,not sought,not sought,not sought
29,shw42,Wed 12 May 2021 ,Sarıyer,İSTANBUL,Turkey ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
30,shw42,Wed 12 May 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
31,shw42,Wed 12 May 2021 ,الإمارات,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
32,shw42,Wed 12 May 2021 ,Bolton,Greater Manchester,United Kingdom ,After sunset,partly cloudy,clear,Photographed,not seen,not seen,not seen,seen
33,shw42,Wed 12 May 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
34,shw42,Wed 12 May 2021 ,‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,partly cloudy,superb,Seen,seen,seen,seen,not sought
35,shw42,Thu 13 May 2021 ,باتنة,باتنة,Algeria ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
36,shw42,Thu 13 May 2021 ,Tutong,Tutong,Brunei Darussalam ,Before sunset,partly cloudy,clear,Seen,seen,not sought,seen,seen
37,shw42,Thu 13 May 2021 ,القاهرة,القاهرة,Egypt ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
38,shw42,Thu 13 May 2021 ,Ponorogo,Jawa Timur,Indonesia ,Before sunset,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
39,shw42,Thu 13 May 2021 ,Shawa,GD,Libya ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
40,shw42,Thu 13 May 2021 ,انواكشوط,عرفات,Mauritania ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
41,shw42,Thu 13 May 2021 ,طنجة,طنجة,Morocco ,After sunset,clear,superb,Seen,seen,seen,not sought,not sought
42,shw42,Thu 13 May 2021 ,بنسليمان ,بنسليمان,Morocco ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
43,shw42,Thu 13 May 2021 ,Kathmandu,Bagmati,Nepal ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
44,shw42,Thu 13 May 2021 ,الخليل,الخليل,Palestine ,After sunset,clear,clear,Seen,seen,not sought,seen,not sought
45,shw42,Thu 13 May 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
46,shw42,Thu 13 May 2021 ,الرس,الرس,Saudi Arabia ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
47,shw42,Thu 13 May 2021 ,الهفوف,الأحساء,Saudi Arabia ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
48,shw42,Thu 13 May 2021 ,المهدية,المهدية,Tunisia ,Before sunset,clear,superb,Seen,seen,not sought,not sought,not sought
49,shw42,Thu 13 May 2021 ,حمام الأنف,بن عروس,Tunisia ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
50,shw42,Thu 13 May 2021 ,Dubai,Dubai,United Arab Emirates ,After sunset,clear,clear,Seen,seen,not sought,seen,not sought
51,shw42,Thu 13 May 2021 ,الإمارات,دبي,United Arab Emirates ,After sunset,clear,superb,Seen,seen,not sought,seen,not sought
52,shw42,Mon 10 May 2021 ,ڨمار,وادي سوف,Algeria ,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
53,shw42,Mon 10 May 2021 ,كوينين,الوادي,Algeria ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
54,shw42,Mon 10 May 2021 ,Munich,Bavaria,Germany ,After sunrise,clear,clear,Seen,not sought,not sought,seen,seen
55,shw42,Mon 10 May 2021 ,Surakarta,Central Java,Indonesia ,After sunrise,clear,clear,Seen,not seen,not seen,seen,seen
56,shw42,Mon 10 May 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,clear,clear,Seen,seen,seen,seen,seen
57,shw42,Mon 10 May 2021 ,إربد,إربد,Jordan ,Before sunrise,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
58,shw42,Mon 10 May 2021 ,شرق بريدة,القصيم,Saudi Arabia ,After sunrise,clear,clear,Seen,not seen,seen,not sought,not sought
59,shw42,Mon 10 May 2021 ,أملج,أملج ,Saudi Arabia ,Before sunrise,clear,clear,Seen,seen,seen,not sought,not sought
60,shw42,Mon 10 May 2021 ,المدينة المنورة,المدينة المنورة,Saudi Arabia ,Before sunrise,clear,very hazy,Not Seen,not seen,not seen,not sought,not sought
61,shw42,Mon 10 May 2021 ,حمام الأنف,بن عروس,Tunisia ,Before sunrise,clear,hazy,Seen,not seen,seen,not sought,not sought
62,shw42,Mon 10 May 2021 ,Dubai,Dubai,United Arab Emirates ,Before sunrise,clear,clear,Seen,seen,not sought,seen,not sought
63,shw42,Mon 10 May 2021 ,دبي,دبي,United Arab Emirates ,After sunrise,clear,superb,Seen,not sought,not sought,seen,not sought
64,shw42,Tue 11 May 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,clear,hazy,Not Seen,not seen,not seen,not seen,not seen
65,shw42,Tue 11 May 2021 ,Surakarta,Central Java,Indonesia ,After sunrise,clear,clear,Seen by others,not seen,not seen,not seen,not sought
66,shw42,Tue 11 May 2021 ,مدينة الصدر ,بغداد,Iraq ,After sunrise,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
67,shw42,Tue 11 May 2021 ,المدينة المنورة,المدينة المنورة,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
68,shw42,Tue 11 May 2021 ,Abu Dhabi,Abu Dhabi,Saudi Arabia ,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
0,kea42,Thu 10 June 2021 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
1,kea42,Thu 10 June 2021 ,Ehingen,Bavaria,Germany ,Before sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not seen
2,kea42,Thu 10 June 2021 ,Accra,Greater Accra,Ghana ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
3,kea42,Thu 10 June 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,clear,Not Seen,not sought,not seen,not sought,not sought
4,kea42,Thu 10 June 2021 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
5,kea42,Thu 10 June 2021 ,الرياض,الرياض,Saudi Arabia ,After sunset,clear,clear,Not Seen,not seen,not seen,not seen,not sought
6,kea42,Thu 10 June 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
7,kea42,Thu 10 June 2021 ,دبي,دبي,United Arab Emirates ,After sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not sought
8,kea42,Fri 11 June 2021 ,باتنة,باتنة,Algeria ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
9,kea42,Fri 11 June 2021 ,جبل عبد الدائم - بني يزجن,ولاية غرداية,Algeria ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
10,kea42,Fri 11 June 2021 ,ڨمار,وادي سوف,Algeria ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
11,kea42,Fri 11 June 2021 ,الكويف,تبسة,Algeria ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
12,kea42,Fri 11 June 2021 ,سطيف,سطيف,Algeria ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
13,kea42,Fri 11 June 2021 ,كوينين,الوادي,Algeria ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
14,kea42,Fri 11 June 2021 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
15,kea42,Fri 11 June 2021 ,القاهرة ,القاهرة ,Egypt ,After sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not sought
16,kea42,Fri 11 June 2021 ,Munich,Bavaria,Germany ,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
17,kea42,Fri 11 June 2021 ,Munich,Bavaria,Germany ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
18,kea42,Fri 11 June 2021 ,Accra,Greater Accra,Ghana ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
19,kea42,Fri 11 June 2021 ,Debrecen,Hajdú-Bihar,Hungary ,After sunset,partly cloudy,clear,Seen,seen,seen,seen,seen
20,kea42,Fri 11 June 2021 ,Bikacs,Tolna,Hungary ,After sunset,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
21,kea42,Fri 11 June 2021 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
22,kea42,Fri 11 June 2021 ,Medan,North Sumatra ,Indonesia ,Before sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
23,kea42,Fri 11 June 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
24,kea42,Fri 11 June 2021 ,البصرة,البصرة,Iraq ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
25,kea42,Fri 11 June 2021 ,إربد,إربد,Jordan ,After sunset,clear,clear,Seen,seen,seen,not sought,seen
26,kea42,Fri 11 June 2021 ,Telok Kemang Observatory,Negeri Sembilan,Malaysia ,After sunset,partly cloudy,hazy,Seen,not seen,not sought,seen,seen
27,kea42,Fri 11 June 2021 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
28,kea42,Fri 11 June 2021 ,بنسليمان ,بنسليمان,Morocco ,After sunset,totally cloudy,very hazy,Seen by others,not seen,not sought,not sought,not sought
29,kea42,Fri 11 June 2021 ,Kathmandu,Bagmati,Nepal ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
30,kea42,Fri 11 June 2021 ,Daressalaam,Tanzania,Tanzania ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
31,kea42,Fri 11 June 2021 ,المهدية,المهدية,Tunisia ,After sunset,clear,clear,Seen,seen,seen,not sought,seen
32,kea42,Fri 11 June 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,clear,hazy,Not Seen,not seen,not sought,not seen,not sought
33,kea42,Fri 11 June 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
34,kea42,Fri 11 June 2021 ,Dubai,Dubai,United Arab Emirates ,After sunset,clear,hazy,Seen,not seen,not sought,seen,not sought
35,kea42,Wed 09 June 2021 ,ڨمار,وادي سوف ,Algeria ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
36,kea42,Wed 09 June 2021 ,Munich,Bavaria,Germany ,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
37,kea42,Wed 09 June 2021 ,Surakarta,Central Java,Indonesia ,After sunrise,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
38,kea42,Wed 09 June 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,very hazy,Not Seen,not seen,not seen,not seen,not seen
39,kea42,Wed 09 June 2021 ,إربد,إربد,Jordan ,After sunrise,clear,superb,Photographed,not sought,not sought,not sought,seen
40,kea42,Wed 09 June 2021 ,طنجة,طنجة,Morocco ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
41,kea42,Wed 09 June 2021 ,المدينة المنورة,المدينة المنورة,Saudi Arabia ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
42,kea42,Wed 09 June 2021 ,الإمارات ,دبي,United Arab Emirates ,Before sunrise,totally cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
43,kea42,Thu 10 June 2021 ,‏سالم Salem,‏ماساتشوستس Massachusetts,United Arab Emirates ,After sunrise,partly cloudy,clear,Not Seen,not sought,not sought,not seen,not sought
0,hej42,Sat 10 July 2021 ,الكويف,تبسة,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
1,hej42,Sat 10 July 2021 ,تافيلالت -بني يزجن,غرداية,Algeria ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
2,hej42,Sat 10 July 2021 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
3,hej42,Sat 10 July 2021 ,ورقلة,عين البيضاء,Algeria ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
4,hej42,Sat 10 July 2021 ,ورقلة,عين البيضاء,Algeria ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
5,hej42,Sat 10 July 2021 ,قمار,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
6,hej42,Sat 10 July 2021 ,القاهرة,القاهرة,Egypt ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
7,hej42,Sat 10 July 2021 ,Munich,Bavaria,Germany ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
8,hej42,Sat 10 July 2021 ,Accra,Greater Accra,Ghana ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
9,hej42,Sat 10 July 2021 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not seen,not seen
10,hej42,Sat 10 July 2021 ,Barus,North Sumatra,Indonesia ,After sunset,totally cloudy,very hazy,Not Seen,not sought,not sought,not seen,not seen
11,hej42,Sat 10 July 2021 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,very hazy,Not Seen,not sought,not seen,not sought,not sought
12,hej42,Sat 10 July 2021 ,الجيزة,عمان,Jordan ,After sunset,clear,hazy,Not Seen,not seen,not seen,not sought,not sought
13,hej42,Sat 10 July 2021 ,إربد,إربد,Jordan ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
14,hej42,Sat 10 July 2021 ,Mombasa,Mombasa ,Kenya ,After sunset,partly cloudy,hazy,Not Seen,not sought,not seen,not sought,not sought
15,hej42,Sat 10 July 2021 ,طرابلس,المدينة,Libya ,Before sunset,clear,hazy,Photographed,not sought,not seen,not seen,seen
16,hej42,Sat 10 July 2021 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not seen
17,hej42,Sat 10 July 2021 , ديربلوط,سلفيت,Palestine ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
18,hej42,Sat 10 July 2021 ,مقيبلة,الشمال,Palestine ,After sunset,partly cloudy,clear,Photographed,not seen,not sought,not seen,seen
19,hej42,Sat 10 July 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
20,hej42,Sat 10 July 2021 ,أملج,أملج,Saudi Arabia ,After sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
21,hej42,Sat 10 July 2021 ,الرياض,الرياض,Saudi Arabia ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not seen,not sought
22,hej42,Sat 10 July 2021 ,المهدية,المهدية,Tunisia ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
23,hej42,Sat 10 July 2021 ,حمام الأنف,بن عروس,Tunisia ,After sunset,clear,hazy,Not Seen,not seen,not seen,not sought,not sought
24,hej42,Sat 10 July 2021 ,AKO,Abu Dhabi,United Arab Emirates ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not seen
25,hej42,Sat 10 July 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not sought
26,hej42,Sat 10 July 2021 ,York,North Yorkshire,United Kingdom ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
27,hej42,Sat 10 July 2021 ,Blacksburg,Virginia,United States ,After sunset,totally cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
28,hej42,Sun 11 July 2021 ,عين البيضاء,ورقلة,Algeria ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
29,hej42,Sun 11 July 2021 ,قمار,الوادي,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
30,hej42,Sun 11 July 2021 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
31,hej42,Sun 11 July 2021 ,القاهرة ,القاهرة ,Egypt ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
32,hej42,Sun 11 July 2021 ,Munich,Bavaria,Germany ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
33,hej42,Sun 11 July 2021 ,Accra,Greater Accra,Ghana ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
34,hej42,Sun 11 July 2021 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,clear,Seen,seen,seen,seen,seen
35,hej42,Sun 11 July 2021 ,Surakarta,Central Java,Indonesia ,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
36,hej42,Sun 11 July 2021 ,الصدر,بغداد,Iraq ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
37,hej42,Sun 11 July 2021 ,وادي رم,العقبة,Jordan ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
38,hej42,Sun 11 July 2021 ,الزرقاء,الزرقاء,Jordan ,After sunset,clear,superb,Seen,seen,not sought,not sought,seen
39,hej42,Sun 11 July 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
40,hej42,Sun 11 July 2021 ,المدينة المنورة ,شمال المدينة النبوية ,Saudi Arabia ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
41,hej42,Sun 11 July 2021 ,المهدية,المهدية,Tunisia ,After sunset,clear,superb,Seen,seen,seen,not sought,seen
42,hej42,Sun 11 July 2021 ,الإمارات ,دبي,United Arab Emirates ,After sunset,clear,superb,Seen,seen,not sought,seen,not sought
43,hej42,Sun 11 July 2021 ,دبي,دبي,United Arab Emirates ,After sunset,clear,clear,Seen,seen,not sought,seen,seen
44,hej42,Sun 11 July 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
45,hej42,Thu 08 July 2021 ,كوينين,الوادي,Algeria ,Before sunrise,clear,superb,Seen,seen,not sought,not sought,not sought
46,hej42,Thu 08 July 2021 ,Debrecen,Hajdú-Bihar,Hungary ,Before sunrise,clear,clear,Seen,seen,seen,seen,seen
47,hej42,Thu 08 July 2021 ,Surakarta,Central Java,Indonesia ,Before sunrise,partly cloudy,clear,Seen,seen,seen,seen,seen
48,hej42,Thu 08 July 2021 ,Surakarta,Central Java,Indonesia ,After sunrise,partly cloudy,clear,Seen,not seen,seen,seen,seen
49,hej42,Thu 08 July 2021 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,hazy,Seen by others,seen,not sought,not sought,not sought
50,hej42,Thu 08 July 2021 ,المدينة المنورة ,المدينة المنورة,Saudi Arabia ,Before sunrise,partly cloudy,clear,Seen,seen,seen,not sought,not sought
51,hej42,Fri 09 July 2021 ,ڨمار,وادي سوف,Algeria ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
52,hej42,Fri 09 July 2021 ,كوينين,الوادي,Algeria ,Before sunrise,clear,clear,Not Seen,not seen,not seen,not sought,not sought
53,hej42,Fri 09 July 2021 ,إربد,إربد,Jordan ,After sunrise,clear,superb,Photographed,not sought,not sought,not sought,seen
54,hej42,Fri 09 July 2021 ,القويرة,العقبة,Jordan ,Before sunrise,clear,clear,Seen,not seen,seen,not sought,not sought
55,hej42,Fri 09 July 2021 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
56,hej42,Fri 09 July 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
57,hej42,Fri 09 July 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,After sunrise,clear,hazy,Photographed,not sought,not sought,not sought,seen
58,hej42,Fri 09 July 2021 ,Tucson,AZ,United Arab Emirates ,Before sunrise,clear,very hazy,Not Seen,not sought,not seen,not seen,not sought
0,muh43,Sun 08 August 2021 ,كوينين,الوادي,Algeria ,After sunset,clear,hazy,Not Seen,not sought,not sought,not sought,not sought
1,muh43,Sun 08 August 2021 ,قمار,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
2,muh43,Sun 08 August 2021 ,سدني,New South Wales,Australia ,After sunset,totally cloudy,very hazy,Not Seen,not sought,not sought,not sought,not seen
3,muh43,Sun 08 August 2021 ,طرابلس,المدينة,Libya ,Before sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
4,muh43,Sun 08 August 2021 ,نواكشوط,عرفات,Mauritania ,After sunset,totally cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
5,muh43,Sun 08 August 2021 ,Muscat,Oman,Oman ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
6,muh43,Sun 08 August 2021 ,الرياض,الرياض,Saudi Arabia ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not seen,not sought
7,muh43,Sun 08 August 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
8,muh43,Sun 08 August 2021 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,hazy,Not Seen,not sought,not seen,not sought,not sought
9,muh43,Sun 08 August 2021 ,Tucson,Arizona,United States ,After sunset,partly cloudy,hazy,Seen,not sought,not seen,seen,not sought
10,muh43,Mon 09 August 2021 ,كوينين,الوادي,Algeria ,After sunset,clear,hazy,Seen,seen,seen,seen,not sought
11,muh43,Mon 09 August 2021 ,القرارة,غرداية,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
12,muh43,Mon 09 August 2021 ,تافيلالت,غرداية,Algeria ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
13,muh43,Mon 09 August 2021 ,الكويف,تبسة,Algeria ,After sunset,partly cloudy,very hazy,Seen,seen,not sought,not sought,not seen
14,muh43,Mon 09 August 2021 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
15,muh43,Mon 09 August 2021 ,Dhaka,Dhaka,Bangladesh ,After sunset,totally cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
16,muh43,Mon 09 August 2021 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,clear,Seen,not seen,seen,not sought,not sought
17,muh43,Mon 09 August 2021 ,Kuala Tutong,Tutong,Brunei Darussalam ,After sunset,partly cloudy,clear,Seen,seen,not sought,seen,seen
18,muh43,Mon 09 August 2021 ,القاهرة,القاهرة,Egypt ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
19,muh43,Mon 09 August 2021 ,Moerlenbach,Hessen,Germany ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
20,muh43,Mon 09 August 2021 ,Medan,OIF UMSU,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
21,muh43,Mon 09 August 2021 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Photographed,not seen,not seen,not seen,seen
22,muh43,Mon 09 August 2021 ,Surakarta,Central Java,Indonesia ,Before sunset,partly cloudy,hazy,Photographed,not seen,not seen,not seen,seen
23,muh43,Mon 09 August 2021 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
24,muh43,Mon 09 August 2021 ,مدينة الصدر ,بغداد,Iraq ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
25,muh43,Mon 09 August 2021 ,Amman,Amman,Jordan ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
26,muh43,Mon 09 August 2021 ,ابو نصير,عمان,Jordan ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
27,muh43,Mon 09 August 2021 ,"Telok Kemang Observatory, Port Dickson",Negeri Sembilan,Malaysia ,After sunset,partly cloudy,hazy,Seen,not seen,not seen,seen,seen
28,muh43,Mon 09 August 2021 ,نواكشوط,عرفات,Mauritania ,After sunset,clear,hazy,Seen by others,seen,not sought,not sought,not sought
29,muh43,Mon 09 August 2021 ,بنسليمان ,بنسليمان,Morocco ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
30,muh43,Mon 09 August 2021 ,ديربلوط,سلفيت,Palestine ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
31,muh43,Mon 09 August 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,clear,Seen,not seen,seen,not sought,not sought
32,muh43,Mon 09 August 2021 ,Daressalaam,Tanzania,Tanzania ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
33,muh43,Mon 09 August 2021 ,المهدية,المهدية,Tunisia ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
